Headers,Label,Type,Description,Admin.profile,Analytics Cloud Integration User.profile,Analytics Cloud Security User.profile,Chatter External User.profile,Chatter Free User.profile,Chatter Moderator User.profile,Chatter Only User.profile,Company Communities User.profile,ContractManager.profile,CPQ Integration User.profile,Customer Community Login User.profile,Customer Community Plus Login User.profile,Customer Community Plus User.profile,Customer Community User.profile,External Identity User.profile,Guest License User.profile,High Volume Customer Portal User.profile,MarketingProfile.profile,Partner Community Login User.profile,Partner Community User.profile,ReadOnly.profile,Restaurant POC.profile,Restaurant Portal Profile.profile,SolutionManager.profile,Staff.profile,Standard.profile,StandardAul.profile,Work%2Ecom Only User.profile,Field_Service_Mobile_Permission.permissionset,Files_Connect.permissionset,Inspector.permissionset,Platform_Encryption_Management.permissionset,Restaurant_POC_Knowledge.permissionset,Supervisor.permissionset
Case.Billing_Zip_Postal_Code__c,Billing Zip/Postal Code,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,-,-,-,-,-,-,-,-,Read,-,-,Read,-,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.BusinessHoursId,-,Lookup,-,-,Read,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Case.ClosedDate,-,-,-,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,-,-,-,-,-,Read
Case.ClosedOnCreate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Case.ContactId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Read,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Case.Description,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Read,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Case.Document_Status__c,Document Status,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,-,Read,Read,Read,Read,-,-,Read,Read,Read,Read,Read,Read,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.Documents_Needs_Corrective_Action__c,Documents Needs Corrective Action,Summary,-,Read,Read,Read,-,-,-,Read,Read,Read,-,Read,Read,Read,Read,-,-,Read,Read,Read,Read,Read,Read,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.Documents_Received__c,Documents Received,Summary,-,Read,Read,Read,-,-,-,Read,Read,Read,-,Read,Read,Read,Read,-,-,Read,Read,Read,Read,Read,Read,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.Documents_Requested__c,Documents Requested,Summary,-,Read,Read,Read,-,-,-,Read,Read,Read,-,Read,Read,Read,Read,-,-,Read,Read,Read,Read,Read,Read,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.Documents_Reupload_Requested__c,Documents Reupload Requested,Summary,-,Read,Read,Read,-,-,-,Read,Read,Read,-,Read,Read,Read,Read,-,-,Read,Read,Read,Read,Read,Read,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.Failed_Letter__c,Failed Letter,Url,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,-,Edit,Edit,Edit,Edit,-,-,Edit,Edit,Edit,Edit,Edit,Edit,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-
Case.Failed_Reasons__c,Failure Classification,Picklist,-,Read,Edit,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edit,-,-,Read,-,-,-,-,-,Edit,-,-,Edit
Case.Inspection_Approval_Document__c,Inspection Approval Document,Text,-,Read,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Case.Inspection_End__c,Inspection End,DateTime,-,Edit,Read,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Case.Inspection_Start__c,Inspection Start,DateTime,-,Edit,Read,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Case.Inspection_Tasks_Created__c,Inspection Tasks Created,Checkbox,"This box is automatically checked when inspection tasks are autocreated and related to this record, and should only appear on the system admin record type/layout.",Read,Read,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Case.IsClosedOnCreate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read,-,-,Read
Case.IsEscalated,-,-,-,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,-,-,Edit,-,-,Edit
Case.Letter_Approved__c,Letter Approved,Checkbox,Case Letter Approval Checkbox,Edit,Edit,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edit,-,-,-,-,-,Read,-,-,-
Case.Origin,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Case.ParentId,-,Lookup,-,Edit,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Edit,Read,Edit,-,Read,-,-,Edit,-,-,Edit
Case.Passed_Letter__c,Passed Letter,Url,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,-,Edit,Edit,Edit,Edit,-,-,Edit,Edit,Edit,Edit,Edit,Edit,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-
Case.Printable_Inspection_Report__c,Printable Inspection Report,Url,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,-,Edit,Edit,Edit,Edit,-,-,Edit,Edit,Edit,Edit,Edit,Edit,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-
Case.Priority,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Read,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Case.Reason,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Read,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Case.Reasons_for_Failure__c,Reasons for Failure,Html,This fields is used to identify the reasons why a inspection failed. This field must be populated before the status of a Inspection is updated to 'Failed'.,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,Edit,Edit,Edit,Edit,Edit,Read,-,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Case.Relative_Link__c,Relative Link,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,-,Read,Read,Read,Read,-,-,Read,Read,Read,Read,Read,-,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.Scheduled_Inspection_Date__c,Scheduled Inspection Date,Date,-,Edit,Read,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Case.Shipping_City__c,Shipping City,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,-,-,-,-,-,-,-,-,Read,-,-,Read,-,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.Shipping_Country__c,Shipping Country,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,-,-,-,-,-,-,-,-,Read,-,-,Read,-,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.Shipping_State_Province__c,Shipping State/Province,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,-,-,-,-,-,-,-,-,Read,-,-,Read,-,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.Shipping_Street__c,Shipping Street,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,-,-,-,-,-,-,-,-,Read,-,-,Read,-,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.Shipping_Zip_Postal_Code__c,Shipping Zip/Postal Code,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,-,-,-,-,-,-,-,-,Read,-,-,Read,-,-,Read,Read,Read,Read,-,-,-,-,-,-,-
Case.SourceId,-,Lookup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Case.Subject,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Read,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Case.SuppliedCompany,-,-,-,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,-,Read,Read,Read,Read,Read,Read,-,-,Edit,-,-,Edit
Case.SuppliedEmail,-,-,-,Edit,Edit,Edit,Read,Read,Read,Edit,Edit,Edit,Read,Edit,Edit,Edit,Edit,Read,Read,Edit,Edit,Edit,Edit,Edit,Edit,Read,Edit,Edit,Edit,Edit,Read,-,-,Edit,-,-,Edit
Case.SuppliedName,-,-,-,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,-,Read,Read,Read,Read,Read,Read,-,-,Edit,-,-,Edit
Case.SuppliedPhone,-,-,-,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,-,Read,Read,Read,Read,Read,Read,-,-,Edit,-,-,Edit
Case.Type,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Read,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.AccountId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.AssistantName,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.AssistantPhone,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.Birthdate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.Department,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.Description,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.DoNotCall,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Contact.Email,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.Fax,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.HasOptedOutOfEmail,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Contact.HasOptedOutOfFax,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Contact.HomePhone,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.Jigsaw,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.LeadSource,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.MailingAddress,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.MobilePhone,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.OtherAddress,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.OtherPhone,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.Phone,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.ReportsToId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contact.Title,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Contract.ActivatedById,-,Lookup,-,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,-,-,-,-,-,-
Contract.ActivatedDate,-,-,-,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,-,-,-,-,-,-
Contract.BillingAddress,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.CompanySignedDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.CompanySignedId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.ContractTerm,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.CustomerSignedDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.CustomerSignedId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.CustomerSignedTitle,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.Description,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.EndDate,-,-,-,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,-,-,-,-,-,-
Contract.Name,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Contract.OwnerExpirationNotice,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.Pricebook2Id,-,Lookup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Contract.ShippingAddress,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.SpecialTerms,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Contract.StartDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Event.Description,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Event.FSL__Count_of_Events__c,-,-,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Event.FSL__Count_of_Tasks__c,-,-,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Event.FSL__Event_Type__c,-,-,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Event.IsAllDayEvent,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Event.IsVisibleInSelfService,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Event.Location,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Event.Type,-,Picklist,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Event.WhatId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Event.WhoId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Idea.Attachment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Idea.Status,-,Picklist,-,Edit,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,Read,-,-,-,-,-,-
Inspection_Document__c.Document_Status__c,Document Status,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Edit,-,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Document__c.Document_Type__c,Document Type,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,Read,-,-,-,-,-,-,-,Read,-,-,Read,Read,-,Read,Read,Read,Read,Read,-,-,Read,-,-,Read
Inspection_Document__c.Inspection_Status__c,Inspection Status,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,Read,-,-,-,-,-,-,-,Read,-,-,Read,-,-,Read,Read,Read,Read,Read,-,-,Read,-,-,-
Inspection_Task__c.Accurate_Temperatures__c,Accurate Temperatures,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Boxes_and_Containers_Removed__c,Boxes and Containers Removed,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Chemical_Sanitizing_Dilution__c,Chemical Sanitizing Dilution,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Chemical_Storage__c,Chemical Storage,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Clean_Surfaces_and_Floors__c,Clean Surfaces and Floors,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Clean_Water__c,Clean Water,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Coughing_and_Sneezing__c,Coughing and Sneezing,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Cuts_and_Bandages__c,Cuts and Bandages,Picklist,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Inspection_Task__c.Disposable_Tissues__c,Disposable Tissues,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Document_Status__c,Document Status,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Documents_Accepted__c,Documents Accepted,Checkbox,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,-,-,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Dumpster_Closed__c,Dumpster Closed,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Eating_Drinking_and_Gum__c,"Eating, Drinking, and Gum",Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
